Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Mercedes-Benz C-Class Progressive C 220d,2019,35,49.1,4000,Diesel,Individual,Automatic,0
Maruti Ertiga VXI CNG,2017,8.25,10.4,23700,CNG,Individual,Manual,0
Audi A4 2.0 TDI Celebration Edition,2011,9.75,26.0,57000,Diesel,Individual,Automatic,1
Mitsubishi Pajero Sport 4X4,2014,11.85,33.2,70000,Diesel,Individual,Manual,1
Maruti Wagon R LXI CNG,2015,3.7,6.4,55000,CNG,Individual,Manual,0
7.97,2015,5.8,8.0,42000,Petrol,Individual,Manual,1
Maruti Alto K10 2010-2014 VXI,2014,2.7,3.4,52000,Petrol,Individual,Manual,0
Hyundai i20 Diesel Asta Option,2018,7.75,10.8,31000,Diesel,Individual,Manual,0
Hyundai Creta 1.6 SX,2018,13.2,14.7,9900,Petrol,Individual,Manual,0
Toyota Etios V,2017,6.37,7.8,27100,Petrol,Individual,Manual,0
Toyota Etios V,2015,4.5,7.8,12000,Petrol,Individual,Manual,0
Renault Duster 110PS Diesel RXZ Optional with Nav,2013,6.5,12.4,29000,Diesel,Individual,Manual,0
Maruti Swift Dzire Vdi BSIV,2013,4.99,6.8,65000,Diesel,Individual,Manual,1
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,6.5,11.2,59000,Diesel,Individual,Manual,0
Maruti Wagon R LXI CNG,2012,2.25,6.4,72000,CNG,Individual,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2016,4.6,8.1,125000,Diesel,Individual,Manual,0
Renault Duster 110PS Diesel RxZ AMT,2017,11.86,15.1,34686,Diesel,Individual,Automatic,0
Toyota Fortuner 4x4 AT,2015,21.5,40.9,90000,Diesel,Individual,Automatic,0
Mahindra XUV500 W8 4WD,2013,9.5,12.4,52910,Diesel,Individual,Manual,1
Skoda Octavia Elegance 1.9 TDI,2003,2.25,12.5,132000,Diesel,Individual,Manual,0
Jaguar F Type 5.0 V8 S,2015,100,261.0,8000,Petrol,Individual,Automatic,0
Skoda Superb Style 2.0 TDI AT,2017,22.99,36.9,42000,Diesel,Individual,Automatic,0
Mahindra Scorpio 1.99 S4 Plus,2017,10.08,12.6,26741,Diesel,Individual,Manual,0
Skoda Laura Classic 1.8 TSI,2010,2.85,14.8,85000,Petrol,Individual,Manual,0
Mahindra NuvoSport N6,2018,7.29,10.5,37323,Diesel,Individual,Manual,1
Maruti Swift Dzire VXI Optional,2015,4.8,6.2,49900,Petrol,Individual,Manual,0
Maruti Ertiga VXI,2012,5.25,8.9,52500,Petrol,Individual,Manual,1
Maruti Alto K10 LXI CNG,2015,3.1,4.3,59525,CNG,Individual,Manual,1
Mahindra Scorpio VLX 2WD Airbag BSIII,2011,6.4,18.6,73000,Diesel,Individual,Manual,0
Ford Figo Aspire 1.5 TDCi Titanium Plus,2016,6.22,8.7,33554,Diesel,Individual,Manual,0
Maruti Dzire LDI,2018,5.9,7.9,27000,Diesel,Individual,Manual,0
Renault KWID RXL,2018,3.4,4.5,1000,Petrol,Individual,Manual,0
Mahindra Jeep MM 540 DP,2002,1.7,5.8,75000,Diesel,Individual,Manual,0
Maruti Ertiga VXI AT Petrol,2017,8,10.7,28000,Petrol,Individual,Automatic,0
Skoda Laura L and K AT,2007,2.45,18.4,91000,Diesel,Individual,Automatic,1
Ford Figo Diesel EXI,2012,2.51,5.7,140000,Diesel,Individual,Manual,0
Toyota Fortuner 4x4 AT,2015,19.6,40.9,95000,Diesel,Individual,Automatic,0
Mercedes-Benz New C-Class 200 CDI Classic,2013,15.5,55.0,79000,Diesel,Individual,Manual,1
Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,11.5,12.5,96000,Diesel,Individual,Manual,0
Honda City 1.5 EXI,2004,1.76,11.6,186679,Petrol,Individual,Manual,1
Honda Amaze S i-Dtech,2015,4.68,7.8,91000,Diesel,Individual,Manual,0
Toyota Corolla Altis 1.8 G CVT,2010,4,20.5,109703,Petrol,Individual,Automatic,1
Tata Indica Vista Quadrajet VX,2012,2.8,5.9,110000,Diesel,Individual,Manual,0
Mahindra XUV500 W8 2WD,2012,8.25,15.4,35000,Diesel,Individual,Manual,0
Maruti Ritz VDi,2010,1.7,6.2,47722,Diesel,Individual,Manual,0
Mercedes-Benz New C-Class C 200 AVANTGARDE,2013,14.85,41.9,25000,Petrol,Individual,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Option,2018,12.85,15.1,8000,Petrol,Individual,Automatic,0
Mercedes-Benz New C-Class C 250 CDI Elegance,2012,16,4.3,65000,Diesel,Individual,Automatic,0
Maruti Wagon R VXI BS IV,2018,4.7,5.9,1048,Petrol,Individual,Manual,0
Maruti Ertiga VXI,2014,5.94,8.9,42000,Petrol,Individual,Manual,1
Skoda Rapid Ultima 1.6 TDI Elegance,2013,8,10.0,55000,Diesel,Individual,Manual,0
Toyota Innova 2.5 V Diesel 8-seater,2010,5.45,9.6,72000,Diesel,Individual,Manual,0
Mercedes-Benz GLA Class 200 Sport,2018,26.76,39.2,17773,Petrol,Individual,Automatic,0
Volkswagen Polo 1.5 TDI Highline,2013,3.5,10.2,65000,Diesel,Individual,Manual,1
Hyundai Santro Xing GL,2008,1.39,3.5,65000,Petrol,Individual,Manual,1
Hyundai Verna 1.6 CRDi EX MT,2013,4.7,10.1,53280,Diesel,Individual,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2016,5.75,8.1,34005,Petrol,Individual,Manual,0
Hyundai i20 Asta Option 1.2,2017,8.11,8.1,14618,Petrol,Individual,Manual,0
Maruti Wagon R LX BSIII,2006,0.75,3.7,65771,Petrol,Individual,Manual,1
Tata Indica LEI,2006,1,4.5,78000,Petrol,Individual,Manual,1
Mahindra Xylo D4,2016,5.3,11.7,105545,Diesel,Individual,Manual,0
ISUZU D-MAX V-Cross 4X4,2017,8,23.4,25000,Diesel,Individual,Manual,0
Hyundai i20 2015-2017 Magna,2010,2.74,6.1,80561,Petrol,Individual,Manual,0
Maruti Baleno Alpha,2017,7.5,8.8,6000,Petrol,Individual,Manual,0
Tata Hexa XTA,2016,13.5,21.0,39000,Diesel,Individual,Automatic,0
Volkswagen Polo Petrol Comfortline 1.2L,2011,2.2,6.2,55001,Petrol,Individual,Manual,0
Mercedes-Benz New C-Class C 200 CGI Elegance,2012,13.25,55.0,63720,Petrol,Individual,Automatic,0
Toyota Etios GD,2013,3.88,8.1,70000,Diesel,Individual,Manual,0
Hyundai Getz GLS,2005,0.85,4.0,100000,Petrol,Individual,Manual,1
Tata Tiago 1.2 Revotron XT,2017,5.11,5.6,15386,Petrol,Individual,Manual,0
Renault Duster 85PS Diesel RxL Option,2013,4.25,19.5,102486,Diesel,Individual,Manual,0
Audi A4 35 TDI Premium Plus,2013,16.52,53.1,58629,Diesel,Individual,Automatic,1
Tata New Safari DICOR 2.2 VX 4x2,2008,0.6,11.4,86000,Diesel,Individual,Manual,2
Maruti Swift VDI,2012,4.8,6.9,68238,Diesel,Individual,Manual,0
Skoda Superb Elegance 1.8 TSI AT,2011,6.25,22.3,42036,Petrol,Individual,Automatic,0
Hyundai Elantra SX,2014,8.3,19.0,55619,Petrol,Individual,Manual,0
Honda City 1.5 E MT,2009,3.25,8.2,60000,Petrol,Individual,Manual,2
Renault Duster 85PS Diesel RxL Explore,2015,7.75,10.6,30000,Diesel,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2016,30.54,51.9,31150,Diesel,Individual,Automatic,0
Maruti Wagon R Duo Lxi,2010,2.27,5.5,70000,CNG,Individual,Manual,0
Volkswagen Polo IPL II 1.2 Petrol Highline,2010,2.96,6.9,70290,Petrol,Individual,Manual,1
Tata Bolt Revotron XT,2016,4,7.8,10000,Petrol,Individual,Manual,0
Hyundai i20 Sportz 1.2,2014,5.25,8.0,68010,Petrol,Individual,Manual,1
Audi A6 2011-2015 2.0 TDI,2013,17.56,46.5,91903,Diesel,Individual,Automatic,0
Volkswagen Vento 1.6 Highline,2011,3.25,11.9,38000,Petrol,Individual,Manual,0
Maruti Celerio VXI,2015,4,5.7,67600,Petrol,Individual,Manual,0
Hyundai Getz GLE,2007,2.2,3.6,66800,Petrol,Individual,Manual,0
Maruti Vitara Brezza VDi,2016,7.43,9.9,37208,Diesel,Individual,Manual,0
Mercedes-Benz M-Class ML 320 CDI,2009,10.75,61.2,102002,Diesel,Individual,Automatic,0
Maruti Swift Dzire Vdi BSIV,2011,2.75,6.8,68000,Diesel,Individual,Manual,0
Porsche Panamera Diesel,2013,45,158.0,40000,Diesel,Individual,Automatic,1
Toyota Camry Hybrid,2015,19.75,45.3,33500,Petrol,Individual,Automatic,0
Honda Brio 1.2 VX MT,2013,3.2,6.6,33746,Petrol,Individual,Manual,0
Skoda Superb 3.6 V6 FSI,2009,4.75,28.1,53000,Petrol,Individual,Automatic,0
Toyota Innova 2.5 V Diesel 7-seater,2011,9.48,9.6,45004,Diesel,Individual,Manual,0
Honda Amaze VX i-DTEC,2015,4.83,8.9,70602,Diesel,Individual,Manual,0
Maruti Swift VDI,2014,4.75,7.9,27365,Diesel,Individual,Manual,0
Hyundai Xcent 1.1 CRDi S,2015,4,8.1,100000,Diesel,Individual,Manual,0
Mahindra Xylo D4 BSIV,2012,2.9,9.9,55000,Diesel,Individual,Manual,1
Maruti Wagon R VXI,2013,2.65,5.9,46000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel,2011,2.5,3.9,47000,Diesel,Individual,Manual,0
Mercedes-Benz C-Class Progressive C 220d,2021,51.4,66.1,15369,Diesel,Dealer,Automatic,0
Hyundai Verna VTVT 1.6 AT SX Plus,2021,11.5,13.5,12645,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Asta,2021,6.5,7.4,1000,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2021,19.64,20.7,14165,Diesel,Individual,Automatic,0
Skoda Superb L&K 1.8 TSI AT,2021,27.3,36.2,13747,Petrol,Individual,Automatic,0
Mercedes-Benz New C-Class Progressive C 200,2021,38.99,49.5,13190,Petrol,Individual,Automatic,0
Toyota Innova Crysta 2.8 ZX AT,2021,24.82,28.1,40674,Diesel,Individual,Automatic,0
Mahindra XUV500 W9 AT,2021,17.63,21.3,19654,Diesel,Individual,Automatic,0
Ford Ecosport Signature Edition Diesel,2021,11.65,12.1,23154,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2021,10.49,11.2,34688,Diesel,Individual,Manual,0
Volkswagen Polo 1.0 MPI Trendline,2021,5.68,6.7,1000,Petrol,Individual,Manual,0
Maruti Ignis 1.2 Delta,2021,6.06,6.1,16862,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2021,6.17,6.7,18453,Petrol,Individual,Manual,0
Land Rover Range Rover Sport SE,2021,97.07,139.0,26013,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.4 VX MT 8S,2021,22.55,24.0,11241,Diesel,Individual,Manual,0
Audi Q7 45 TDI Quattro Premium Plus,2021,72.94,91.4,6773,Diesel,Individual,Automatic,0
Toyota Etios Liva 1.2 VX Dual Tone,2021,7.27,7.6,20877,Petrol,Individual,Manual,0
Hyundai i20 1.2 Magna Executive,2021,6.27,7.1,27339,Petrol,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2021,19.65,20.7,10601,Diesel,Individual,Automatic,0
Mercedes-Benz SLC 43 AMG,2021,83.96,106.0,2526,Petrol,Individual,Automatic,0
Mercedes-Benz E-Class E 350 d,2021,78.8,92.5,9312,Diesel,Individual,Automatic,0
Tata Hexa XTA,2021,17.85,22.7,14233,Diesel,Individual,Automatic,0
Tata Tiago AMT 1.2 Revotron XZA,2021,6.97,7.2,15379,Petrol,Individual,Automatic,0
Maruti Baleno Alpha CVT,2021,9.51,10.3,13574,Petrol,Individual,Automatic,0
Toyota Fortuner 2.8 2WD AT,2021,34.13,37.4,21719,Diesel,Individual,Automatic,0
Jeep Compass 2.0 Limited 4X4,2021,22.91,27.0,6261,Diesel,Individual,Manual,1
Maruti Ignis 1.2 AMT Alpha,2021,7.4,8.0,3906,Petrol,Individual,Automatic,0
BMW 3 Series 320d Luxury Line,2021,6.67,52.5,87000,Diesel,Individual,Automatic,0
Porsche Cayenne Base,2021,2.02,1.4,14298,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna AT,2021,6.84,8.0,12153,Petrol,Individual,Automatic,0
Mini Cooper 5 DOOR D,2021,31.55,42.0,14857,Diesel,Individual,Automatic,0
Ford Endeavour Titanium 4X2,2021,27.36,35.3,14648,Diesel,Individual,Manual,0
Mercedes-Benz CLA 200 CDI Sport,2021,25.75,43.1,29836,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.4 VX MT,2021,22.2,23.9,33598,Diesel,Individual,Manual,0
Mercedes-Benz CLA 200 CDI Sport,2021,30.77,43.1,13414,Diesel,Individual,Automatic,0
Maruti Ignis 1.2 Delta,2021,5.7,5.9,12076,Petrol,Individual,Manual,0
Mercedes-Benz GLC 220d 4MATIC Style,2021,50.97,64.6,29311,Diesel,Individual,Automatic,0
Toyota Fortuner 2.8 2WD MT,2021,35.82,37.2,56251,Diesel,Individual,Manual,0
Maruti Swift DDiS VDI,2021,8.4,7.2,41075,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.4 VX MT 8S,2021,21.42,24.0,31271,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2021,19.4,20.7,14076,Diesel,Individual,Automatic,0
Audi A4 35 TDI Technology Edition,2021,32.91,42.4,38163,Diesel,Individual,Automatic,0
BMW X1 sDrive 20d xLine,2021,36.64,48.2,15456,Diesel,Individual,Automatic,0
Hyundai Verna VTVT 1.6 SX Option,2021,11.88,13.6,12336,Petrol,Individual,Manual,0
Tata Tiago 1.2 Revotron XT Option,2021,5.85,6.2,16698,Petrol,Individual,Manual,0
Hyundai Elantra CRDi SX,2021,15.57,18.9,41871,Diesel,Individual,Manual,0
Maruti Dzire AMT ZXI Plus,2021,8.3,10.3,8018,Petrol,Individual,Automatic,0
Honda Amaze V CVT Petrol,2021,8.86,9.5,25717,Petrol,Individual,Automatic,0
Hyundai Creta 1.6 SX Option Diesel,2021,16.27,19.2,24864,Diesel,Individual,Manual,0
Land Rover Discovery Sport TD4 HSE 7S,2021,56.14,69.2,24013,Diesel,Individual,Automatic,0
Hyundai Elite i20 Asta Option,2021,8.78,9.8,21134,Petrol,Individual,Manual,0
Maruti Wagon R VXI,2021,5.34,5.1,31817,Petrol,Individual,Manual,0
Hyundai i20 Active SX Dual Tone Petrol,2021,7.6,10.3,10000,Petrol,Individual,Manual,2
Honda WR-V Edge Edition i-VTEC S,2021,8.2,9.4,13913,Petrol,Individual,Manual,0
Renault KWID RXT Optional,2021,5.09,4.8,6568,Petrol,Individual,Manual,0
Toyota Fortuner 2.8 2WD AT,2021,30.85,34.5,28069,Diesel,Individual,Automatic,0
Maruti Wagon R ZXI AMT 1.2,2021,6.2,6.8,600,Petrol,Individual,Automatic,1
Maruti Omni 5 Seater BSIV,2021,4.11,4.1,4721,Petrol,Individual,Manual,0
Honda City i-VTEC CVT V,2021,11.66,13.4,22321,Petrol,Individual,Automatic,0
Tata Tiago 1.2 Revotron XZ,2021,6.94,6.6,20712,Petrol,Individual,Manual,0
Renault KWID RXL,2021,3.8,4.0,7858,Petrol,Individual,Manual,0
Skoda Rapid 1.6 MPI Ambition,2021,9.6,12.4,21214,Petrol,Individual,Manual,1
Mahindra Thar CRDe AC,2021,10.36,9.6,16392,Diesel,Individual,Manual,0
Mercedes-Benz C-Class Progressive C 220d,2021,35,49.1,4000,Diesel,Individual,Automatic,0
vitara brezza,2020,9.5,9.8,2071,Diesel,Dealer,Manual,0
Maruti Ciaz Zeta,2020,10,10.7,25692,Petrol,Dealer,Manual,0
Honda WRV i-VTEC VX,2020,9.9,10.6,37430,Petrol,Dealer,Manual,0
Maruti Vitara Brezza ZDi Plus,2020,9.99,11.1,50075,Diesel,Dealer,Manual,0
Hyundai Creta 1.4 E Plus Diesel,2020,11.3,11.8,13000,Diesel,Dealer,Manual,0
Audi A6 2011-2015 35 TDI Premium,2020,43,47.2,48367,Diesel,Dealer,Automatic,0
Hyundai Verna CRDi 1.6 SX Option,2020,12.95,14.4,10250,Diesel,Dealer,Manual,0
Hyundai i20 1.2 Magna Executive,2020,7.27,7.1,14960,Petrol,Individual,Manual,0
Maruti Swift VDI,2020,8.15,6.9,31025,Diesel,Individual,Manual,0
Tata Zest Quadrajet 1.3 75PS XE,2020,6.25,8.3,45000,Diesel,Individual,Manual,0
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2020,31,33.9,12000,Diesel,Individual,Automatic,0
Mercedes-Benz GLC 43 AMG Coupe,2020,71.99,95.4,22397,Petrol,Individual,Automatic,0
Hyundai Grand i10 SportZ Edition,2020,6.5,6.6,40322,Petrol,Individual,Manual,0
Maruti S-Cross Delta DDiS 200 SH,2020,9.92,11.3,12923,Diesel,Individual,Manual,0
Mercedes-Benz E-Class E 220 d,2020,52.43,87.0,26405,Petrol,Individual,Automatic,0
Jeep Compass 2.0 Limited,2020,20,23.0,29000,Diesel,Individual,Manual,0
Volkswagen Polo 1.5 TDI Highline,2020,9.12,10.3,33558,Diesel,Individual,Manual,0
Maruti Swift LDI Optional,2020,7.2,6.0,52010,Diesel,Individual,Manual,0
Mercedes-Benz GLC 220d 4MATIC Style,2020,49.5,59.8,10003,Diesel,Individual,Automatic,0
Honda Jazz VX,2020,9.46,9.1,20024,Petrol,Individual,Manual,0
Honda Amaze VX Diesel,2020,9.5,10.3,12000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2 CRDi S,2020,6.9,8.6,25302,Diesel,Individual,Manual,0
Toyota Innova Crysta 2.8 ZX AT,2020,20.92,27.0,41736,Diesel,Individual,Automatic,0
Toyota Camry Hybrid,2020,33,45.3,17000,Petrol,Individual,Automatic,0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2020,60.72,75.1,31427,Diesel,Individual,Automatic,0
Toyota Innova Crysta 2.4 ZX MT,2020,19.39,26.5,92056,Diesel,Individual,Manual,0
Mercedes-Benz C-Class Progressive C 220d,2020,40.5,52.3,8682,Diesel,Individual,Automatic,0
Renault KWID RXT Optional,2020,5.45,4.8,1900,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2020,13.41,14.1,18385,Petrol,Individual,Automatic,0
Tata Tiago 1.2 Revotron XZ,2020,6.88,6.6,9565,Petrol,Individual,Manual,0
Mercedes-Benz E-Class E 220 d,2020,52.35,87.0,20446,Petrol,Individual,Automatic,0
Maruti Ertiga SHVS VDI,2020,9.7,9.8,38000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi,2020,11.46,11.0,64456,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2020,5.77,6.3,50234,Petrol,Individual,Manual,0
Jaguar XE 2.0L Diesel Prestige,2020,41,52.8,1000,Diesel,Individual,Automatic,0
Honda City i-VTEC CVT VX,2020,12.97,15.6,22974,Petrol,Individual,Automatic,0
Maruti Alto K10 VXI,2020,4.6,4.3,2100,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz AT,2020,8.55,8.6,20667,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna AT,2020,7.2,8.0,3000,Petrol,Individual,Automatic,0
Toyota Innova Crysta 2.4 VX MT,2020,20.92,22.9,8899,Diesel,Individual,Manual,0
Ford EcoSport 1.5 Petrol Titanium,2020,10.2,11.1,17000,Petrol,Individual,Manual,0
Toyota Corolla Altis 1.8 VL CVT,2020,18.49,23.3,28321,Petrol,Individual,Automatic,0
Tata Zest Quadrajet 1.3 XT,2020,7.69,10.1,38310,Diesel,Individual,Manual,0
BMW 5 Series 520d Luxury Line,2020,38.3,67.9,32586,Diesel,Individual,Automatic,0
Mercedes-Benz GLE 350d,2020,71.8,95.1,40129,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2020,7.03,6.6,10393,Petrol,Individual,Manual,0
Honda Amaze V CVT Petrol,2020,8.8,9.4,1700,Petrol,Individual,Automatic,0
Honda WRV i-VTEC VX,2020,10.29,10.6,15135,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2020,6.53,6.3,46493,Petrol,Individual,Manual,0
Hyundai Grand i10 Sportz,2020,6.1,6.6,1800,Petrol,Individual,Manual,0
Mercedes-Benz GLS 350d Grand Edition,2020,80,102.0,6000,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2020,6.75,6.7,9434,Petrol,Individual,Manual,0
Volkswagen Ameo 1.2 MPI Highline,2020,8.27,8.7,35569,Petrol,Individual,Manual,0
Toyota Fortuner 4x4 AT,2020,32.62,40.9,37713,Diesel,Individual,Automatic,1
Jeep Compass 2.0 Longitude,2020,18.02,21.4,28937,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2020,12.25,12.9,3000,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Magna AT,2020,7.76,7.4,5354,Petrol,Individual,Automatic,0
Jeep Compass 2.0 Longitude,2020,20.05,22.5,33218,Diesel,Individual,Manual,0
Honda City i-VTEC CVT ZX,2020,15.21,17.4,20300,Petrol,Individual,Automatic,0
Maruti Ciaz Alpha,2020,10.18,11.4,38394,Petrol,Individual,Manual,0
Mercedes-Benz GLA Class 200 d Sport,2020,29.9,41.9,10000,Diesel,Individual,Automatic,0
Mahindra XUV500 AT W10 FWD,2020,17.52,17.3,24500,Diesel,Individual,Automatic,0
Mercedes-Benz E-Class E 220 d,2020,57.5,70.6,11000,Diesel,Individual,Automatic,0
Maruti Swift VDI,2020,7,6.9,30000,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi,2020,9.75,10.1,2900,Diesel,Individual,Manual,0
Skoda Rapid 1.5 TDI Ambition,2020,12.92,14.2,5833,Diesel,Individual,Manual,0
Datsun redi-GO T Option,2020,4.48,4.1,30953,Petrol,Individual,Manual,0
Jeep Compass 2.0 Limited 4X4,2020,22.69,27.0,48188,Diesel,Individual,Manual,0
Maruti Alto K10 VXI,2020,4.63,4.1,46805,Petrol,Individual,Manual,0
Volkswagen Ameo 1.5 TDI Highline,2020,8.9,9.7,31426,Diesel,Individual,Manual,0
Maruti Swift VDI Optional,2020,8.05,6.9,61386,Diesel,Individual,Manual,0
Mercedes-Benz GLE 350d,2020,60.29,95.1,30706,Diesel,Individual,Automatic,0
Hyundai Grand i10 1.2 Kappa Sportz,2020,7.07,6.7,20689,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2020,6.55,7.1,3958,Petrol,Individual,Manual,0
Renault KWID 1.0 RXT Optional,2020,5.5,4.6,18335,Petrol,Individual,Manual,0
Renault KWID Climber 1.0 MT,2020,5.8,5.3,4126,Petrol,Individual,Manual,0
Ford EcoSport 1.5 Petrol Titanium Plus AT,2020,11.44,14.1,27852,Petrol,Individual,Automatic,0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2020,10.9,12.2,14000,Diesel,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Sportz,2020,6.85,7.0,10000,Petrol,Individual,Manual,0
Maruti Ertiga VDI,2020,10.25,11.7,14000,Diesel,Individual,Manual,0
Jeep Compass 2.0 Limited,2020,19.5,23.9,16039,Diesel,Individual,Manual,0
Toyota Corolla Altis 1.8 VL CVT,2020,17.95,22.4,5000,Petrol,Individual,Automatic,0
Maruti Alto K10 LXI CNG Optional,2020,5,4.7,44202,CNG,Individual,Manual,0
Toyota Innova Crysta 2.8 GX AT,2020,19,21.0,20300,Diesel,Individual,Automatic,0
Mahindra XUV500 W7,2020,14,16.4,9000,Diesel,Individual,Manual,0
Ford Freestyle Titanium Plus Petrol,2020,8.34,8.2,8896,Petrol,Individual,Manual,0
Mercedes-Benz GLE 350d,2020,60.65,95.1,29277,Diesel,Individual,Automatic,0
Maruti Baleno Delta CVT,2020,8.29,8.6,34630,Petrol,Individual,Automatic,0
Ford Aspire Ambiente Diesel,2020,6.65,7.6,17000,Diesel,Individual,Manual,0
Ford EcoSport 1.5 Diesel Titanium,2020,10.25,11.2,32189,Diesel,Individual,Manual,0
Maruti Vitara Brezza ZDi Plus,2020,11.15,12.5,52380,Diesel,Individual,Manual,0
Honda City i-VTEC CVT VX,2020,13.5,15.2,4500,Petrol,Individual,Automatic,0
Hyundai Grand i10 1.2 CRDi Sportz,2020,6.95,8.3,48000,Diesel,Individual,Manual,0
Mahindra KUV 100 G80 K8,2020,7.25,7.9,15900,Petrol,Individual,Manual,0
Jeep Compass 2.0 Longitude,2020,20.46,21.7,42203,Diesel,Individual,Manual,0
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2020,10.22,11.5,4900,Diesel,Individual,Manual,0
Renault KWID RXT Optional,2020,4.5,4.9,5000,Petrol,Individual,Manual,0
ISUZU D-MAX V-Cross 4X4,2020,17.09,23.4,20422,Diesel,Individual,Manual,0
Hyundai Grand i10 Sportz,2020,6.8,6.6,43698,Petrol,Individual,Manual,0
Maruti Ciaz Zeta,2020,10.18,11.1,10575,Petrol,Individual,Manual,0
Audi A6 35 TFSI Matrix,2020,42.5,57.0,22000,Petrol,Individual,Automatic,0
Maruti Vitara Brezza ZDi Plus Dual Tone,2020,12,12.6,28741,Diesel,Individual,Manual,0
Hyundai Verna VTVT 1.6 SX,2020,9.7,11.2,5000,Petrol,Individual,Manual,0
Mahindra XUV500 AT W10 FWD,2020,17.46,17.3,25948,Diesel,Individual,Automatic,0
Maruti Baleno Alpha Diesel,2020,9.7,10.3,2000,Diesel,Individual,Manual,0
Jeep Compass 2.0 Longitude,2020,18.55,21.4,26101,Diesel,Individual,Manual,0
Honda Jazz Exclusive CVT,2020,9.25,10.8,3000,Petrol,Individual,Automatic,0
Hyundai i20 1.2 Magna Executive,2020,7.5,7.1,17000,Petrol,Individual,Manual,0
Jaguar XF 2.2 Litre Luxury,2020,53.5,51.9,3000,Diesel,Individual,Automatic,0
Hyundai Creta 1.6 SX Automatic Diesel,2020,12.25,17.0,14000,Diesel,Individual,Automatic,0
Maruti Baleno RS Petrol,2020,9.61,10.9,26731,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Asta,2020,7.5,7.5,10000,Petrol,Individual,Manual,0
Datsun redi-GO T Option,2020,4.6,4.1,6279,Petrol,Individual,Manual,0
Audi Q3 30 TDI Premium FWD,2020,33.73,44.8,22060,Diesel,Individual,Automatic,0
Maruti Wagon R VXI AMT,2020,5.45,6.1,1997,Petrol,Individual,Automatic,0
Maruti Swift ZXI Plus,2020,8.75,8.2,2000,Petrol,Individual,Manual,0
Honda Amaze V Petrol,2020,7.7,8.2,6000,Petrol,Individual,Manual,0
Hyundai Grand i10 1.2 Kappa Magna,2020,5.8,6.4,4500,Petrol,Individual,Manual,0
Ford Mustang V8,2020,57.8,83.9,21290,Petrol,Individual,Automatic,0
Maruti Dzire AMT ZDI Plus,2020,9.55,10.7,64035,Diesel,Individual,Automatic,0
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2020,12.5,12.9,3300,Diesel,Individual,Automatic,0
Volkswagen Vento 1.6 Comfortline,2020,8.64,11.5,20488,Petrol,Individual,Manual,1
Hyundai Xcent 1.2 VTVT E,2020,6,6.7,40000,Petrol,Individual,Manual,0
Nissan Micra Active XV,2020,5,7.0,24000,Petrol,Individual,Manual,0
BMW 3 Series Luxury Line,2020,38.92,58.7,21936,Diesel,Individual,Automatic,0
Tata Nexon 1.2 Revotron XZ Plus,2020,10.62,11.1,17477,Petrol,Individual,Manual,0
